window_start	window_end	n_CpGs	mean_meth_haplotype1	mean_meth_haplotype2	parental_label_haplotype1	parental_label_haplotype2	n_reads_haplotype1	n_reads_haplotype2
17624000	17625000	18	0.7460040983606557	NaN	control_paternal_like	control_maternal_like	244.0	0.0
17625000	17626000	21	0.7075714285714284	NaN	control_paternal_like	control_maternal_like	294.0	0.0
17626000	17627000	15	0.5190666666666667	NaN	control_paternal_like	control_maternal_like	210.0	0.0
17627000	17628000	16	0.6996905829596411	NaN	control_paternal_like	control_maternal_like	223.0	0.0
17628000	17629000	16	0.7783448275862068	NaN	control_paternal_like	control_maternal_like	203.0	0.0
17629000	17630000	16	0.9356725146198832	0.9761785714285713	control_paternal_like	control_maternal_like	171.0	84.0
17630000	17631000	15	NaN	0.6063510638297872	control_paternal_like	control_maternal_like	14.0	94.0
17631000	17632000	16	NaN	0.8515625	control_paternal_like	control_maternal_like	0.0	128.0
17632000	17633000	17	0.9148936170212766	0.9779411764705882	control_paternal_like	control_maternal_like	47.0	136.0
17633000	17634000	16	0.8559322033898306	0.9375	control_paternal_like	control_maternal_like	118.0	128.0
17634000	17635000	15	0.8571333333333333	0.9531718750000001	control_paternal_like	control_maternal_like	105.0	128.0
17635000	17636000	14	0.9591428571428571	0.9524285714285715	control_paternal_like	control_maternal_like	98.0	126.0
17636000	17637000	14	0.9117843137254902	0.8810714285714286	control_paternal_like	control_maternal_like	102.0	126.0
17637000	17638000	16	0.8076538461538461	0.8681249999999999	control_paternal_like	control_maternal_like	104.0	144.0
17638000	17639000	16	0.717948717948718	0.8264374999999999	control_paternal_like	control_maternal_like	39.0	144.0
17639000	17640000	17	0.8392857142857143	0.8874105960264901	control_paternal_like	control_maternal_like	56.0	151.0
17640000	17641000	16	0.9552238805970149	0.973657894736842	control_paternal_like	control_maternal_like	67.0	114.0
17641000	17642000	14	0.7595865384615385	0.9633780487804878	control_paternal_like	control_maternal_like	104.0	82.0
17642000	17643000	16	0.7755918367346939	NaN	control_paternal_like	control_maternal_like	147.0	0.0
17643000	17644000	16	0.730953216374269	NaN	control_paternal_like	control_maternal_like	171.0	0.0
17644000	17645000	16	0.7938814432989691	NaN	control_paternal_like	control_maternal_like	194.0	0.0
17645000	17646000	16	0.8541875000000001	NaN	control_paternal_like	control_maternal_like	192.0	0.0
17646000	17647000	17	0.8578823529411765	NaN	control_paternal_like	control_maternal_like	204.0	0.0
17647000	17648000	17	0.8153047210300429	NaN	control_paternal_like	control_maternal_like	233.0	0.0
17648000	17649000	13	0.8358461538461539	NaN	control_paternal_like	control_maternal_like	195.0	0.0
17649000	17650000	19	0.774375816993464	NaN	control_paternal_like	control_maternal_like	306.0	8.0
17650000	17651000	16	0.6943750000000001	0.734375	control_paternal_like	control_maternal_like	288.0	64.0
17651000	17652000	16	0.49994999999999995	0.46153846153846156	control_paternal_like	control_maternal_like	280.0	65.0
17652000	17653000	17	0.5830154440154439	0.6817727272727272	control_paternal_like	control_maternal_like	259.0	88.0
17653000	17654000	18	0.6356951672862454	0.7406666666666667	control_paternal_like	control_maternal_like	269.0	108.0
17654000	17655000	17	0.7315756097560975	0.7204301075268817	control_paternal_like	control_maternal_like	205.0	93.0
17655000	17656000	14	0.8085815602836881	0.6185670103092783	control_paternal_like	control_maternal_like	141.0	97.0
17656000	17657000	19	0.7869907407407408	0.7114615384615385	control_paternal_like	control_maternal_like	216.0	208.0
17657000	17658000	16	0.7590454545454545	0.7499814814814814	control_paternal_like	control_maternal_like	220.0	216.0
17658000	17659000	17	0.6430588235294117	0.7180593471810088	control_paternal_like	control_maternal_like	255.0	337.0
17659000	17660000	18	0.6479444444444444	0.6638888888888889	control_paternal_like	control_maternal_like	270.0	360.0
17660000	17661000	18	0.7007440944881889	0.8384206128133704	control_paternal_like	control_maternal_like	254.0	359.0
17661000	17662000	16	0.7638935185185185	0.715625	control_paternal_like	control_maternal_like	216.0	320.0
17662000	17663000	20	0.7192280701754385	0.7994615384615386	control_paternal_like	control_maternal_like	228.0	364.0
17663000	17664000	17	0.7306407185628743	0.7137213740458015	control_paternal_like	control_maternal_like	167.0	262.0
17664000	17665000	15	0.7512057416267943	0.7220063897763578	control_paternal_like	control_maternal_like	209.0	313.0
17665000	17666000	17	0.6893295880149813	0.711317689530686	control_paternal_like	control_maternal_like	267.0	277.0
17666000	17667000	14	0.7409866071428572	0.7119565217391305	control_paternal_like	control_maternal_like	224.0	184.0
17667000	17668000	20	0.6020185185185185	0.7018548812664909	control_paternal_like	control_maternal_like	324.0	379.0
17668000	17669000	17	0.6399411764705882	0.6221176470588234	control_paternal_like	control_maternal_like	272.0	323.0
17669000	17670000	20	0.5584529914529915	0.7187214854111407	control_paternal_like	control_maternal_like	351.0	377.0
17670000	17671000	16	0.6979375	0.6525141843971631	control_paternal_like	control_maternal_like	288.0	282.0
17671000	17672000	19	0.7231696428571429	0.7301690647482015	control_paternal_like	control_maternal_like	336.0	278.0
17672000	17673000	15	0.7355823754789272	0.80209375	control_paternal_like	control_maternal_like	261.0	96.0
17673000	17674000	17	0.6460861538461539	0.5338644067796611	control_paternal_like	control_maternal_like	325.0	118.0
17674000	17675000	16	0.5965058479532164	0.6666666666666666	control_paternal_like	control_maternal_like	342.0	39.0
17675000	17676000	13	0.6087692307692307	NaN	control_paternal_like	control_maternal_like	299.0	0.0
17676000	17677000	19	0.7554085510688835	NaN	control_paternal_like	control_maternal_like	421.0	0.0
17677000	17678000	15	0.6562618296529968	NaN	control_paternal_like	control_maternal_like	317.0	0.0
17678000	17679000	13	0.7067067669172933	NaN	control_paternal_like	control_maternal_like	266.0	0.0
17679000	17680000	16	0.7426739726027398	NaN	control_paternal_like	control_maternal_like	365.0	0.0
17680000	17681000	18	0.6193475177304965	0.8571428571428571	control_paternal_like	control_maternal_like	423.0	28.0
17681000	17682000	14	0.6904999999999999	0.8571428571428571	control_paternal_like	control_maternal_like	336.0	56.0
17682000	17683000	17	0.7314655172413792	0.7941176470588235	control_paternal_like	control_maternal_like	406.0	68.0
17683000	17684000	17	0.6426086956521739	0.6388888888888888	control_paternal_like	control_maternal_like	414.0	72.0
17684000	17685000	22	0.6908872727272727	0.6058394160583942	control_paternal_like	control_maternal_like	550.0	137.0
17685000	17686000	15	0.45848	0.7410941176470589	control_paternal_like	control_maternal_like	325.0	85.0
17686000	17687000	16	0.5574087837837838	0.6923153846153847	control_paternal_like	control_maternal_like	296.0	130.0
17687000	17688000	18	0.7878181818181819	0.7192865497076024	control_paternal_like	control_maternal_like	330.0	171.0
17688000	17689000	14	0.6563778625954199	0.4614825174825174	control_paternal_like	control_maternal_like	262.0	143.0
17689000	17690000	24	0.6879243498817967	0.5531205673758866	control_paternal_like	control_maternal_like	423.0	282.0
17690000	17691000	12	0.6214940239043825	0.7607234042553193	control_paternal_like	control_maternal_like	251.0	188.0
17691000	17692000	15	0.8059999999999998	0.8992122302158273	control_paternal_like	control_maternal_like	345.0	278.0
17692000	17693000	11	0.6270039682539682	0.7129000000000002	control_paternal_like	control_maternal_like	252.0	230.0
17693000	17694000	19	0.9306986607142859	0.8096315789473685	control_paternal_like	control_maternal_like	448.0	399.0
17694000	17695000	10	0.8423402489626556	0.8381441441441441	control_paternal_like	control_maternal_like	241.0	222.0
17695000	17696000	7	0.7110751445086706	0.59424	control_paternal_like	control_maternal_like	173.0	175.0
17696000	17697000	9	0.88685546875	0.8590555555555556	control_paternal_like	control_maternal_like	256.0	234.0
17697000	17698000	13	0.8864126984126983	0.8845103857566765	control_paternal_like	control_maternal_like	378.0	337.0
17698000	17699000	14	0.9138033573141487	0.7687127659574466	control_paternal_like	control_maternal_like	417.0	376.0
17699000	17700000	10	0.8402000000000001	0.5991254355400696	control_paternal_like	control_maternal_like	300.0	287.0
17700000	17701000	11	0.8253102409638555	0.7282382550335571	control_paternal_like	control_maternal_like	332.0	298.0
17701000	17702000	11	0.8483636363636363	0.9202604166666666	control_paternal_like	control_maternal_like	330.0	288.0
17702000	17703000	10	0.8111465798045603	0.8785171102661596	control_paternal_like	control_maternal_like	307.0	263.0
17703000	17704000	8	0.8438691983122364	0.7905602094240839	control_paternal_like	control_maternal_like	237.0	191.0
17704000	17705000	7	0.755055	0.7975582822085888	control_paternal_like	control_maternal_like	200.0	163.0
17705000	17706000	7	0.95303125	0.9449724137931036	control_paternal_like	control_maternal_like	192.0	145.0
17706000	17707000	9	0.982231111111111	0.9725901639344263	control_paternal_like	control_maternal_like	225.0	183.0
17707000	17708000	9	0.8681116751269037	0.7778222222222221	control_paternal_like	control_maternal_like	197.0	180.0
17708000	17709000	4	0.9427285714285715	0.8887901234567902	control_paternal_like	control_maternal_like	70.0	81.0
17709000	17710000	11	0.7912142857142855	0.8125833333333334	control_paternal_like	control_maternal_like	182.0	192.0
17710000	17711000	9	0.9350909090909092	0.9258888888888889	control_paternal_like	control_maternal_like	154.0	108.0
17711000	17712000	8	0.7535869565217391	0.6404157303370788	control_paternal_like	control_maternal_like	138.0	89.0
17712000	17713000	14	0.9843151750972763	0.9685354330708662	control_paternal_like	control_maternal_like	257.0	127.0
17713000	17714000	6	0.723704761904762	0.9205873015873016	control_paternal_like	control_maternal_like	105.0	63.0
17714000	17715000	11	0.8533636363636364	0.8842727272727273	control_paternal_like	control_maternal_like	198.0	121.0
17715000	17716000	3	0.5686666666666668	0.7143142857142858	control_paternal_like	control_maternal_like	51.0	35.0
17716000	17717000	8	0.9848030303030303	0.9194597701149425	control_paternal_like	control_maternal_like	132.0	87.0
17717000	17718000	8	0.862051724137931	0.8522500000000001	control_paternal_like	control_maternal_like	116.0	88.0
17718000	17719000	7	0.8543398058252427	0.6323970588235294	control_paternal_like	control_maternal_like	103.0	68.0
17719000	17720000	4	0.73325	0.97225	control_paternal_like	control_maternal_like	60.0	36.0
17720000	17721000	5	0.8832207792207791	0.9444999999999999	control_paternal_like	control_maternal_like	77.0	36.0
17721000	17722000	9	0.8968492063492064	NaN	control_paternal_like	control_maternal_like	126.0	0.0
17722000	17723000	7	0.7893368421052631	0.6666666666666666	control_paternal_like	control_maternal_like	95.0	33.0
17723000	17724000	9	0.8225725806451613	0.8198018018018017	control_paternal_like	control_maternal_like	124.0	111.0
17724000	17725000	7	0.9273541666666666	0.9038461538461539	control_paternal_like	control_maternal_like	96.0	104.0
17725000	17726000	7	0.6410128205128205	0.8080719999999999	control_paternal_like	control_maternal_like	78.0	125.0
17726000	17727000	15	0.8914457142857144	0.8101999999999999	control_paternal_like	control_maternal_like	175.0	295.0
17727000	17728000	5	0.6665396825396827	0.8347339449541284	control_paternal_like	control_maternal_like	63.0	109.0
17728000	17729000	8	0.7052946428571428	0.7631734104046243	control_paternal_like	control_maternal_like	112.0	173.0
17729000	17730000	9	0.9065251798561151	0.8079418604651163	control_paternal_like	control_maternal_like	139.0	172.0
17730000	17731000	6	0.9416407766990291	0.959483870967742	control_paternal_like	control_maternal_like	103.0	124.0
17731000	17732000	10	0.7955227272727273	0.8110360360360359	control_paternal_like	control_maternal_like	176.0	222.0
17732000	17733000	9	0.75332	0.5982838427947599	control_paternal_like	control_maternal_like	150.0	229.0
17733000	17734000	12	0.8958854166666667	0.7424018404907975	control_paternal_like	control_maternal_like	192.0	326.0
17734000	17735000	10	0.9001	0.8450649819494584	control_paternal_like	control_maternal_like	140.0	277.0
17735000	17736000	4	0.8727272727272727	0.84275	control_paternal_like	control_maternal_like	55.0	108.0
17736000	17737000	8	0.608275	0.6884020100502513	control_paternal_like	control_maternal_like	120.0	199.0
17737000	17738000	5	0.6551494252873564	0.6967213114754098	control_paternal_like	control_maternal_like	87.0	122.0
17738000	17739000	3	0.9376666666666665	0.9066666666666666	control_paternal_like	control_maternal_like	48.0	75.0
17739000	17740000	5	0.9279036144578312	0.9608188976377953	control_paternal_like	control_maternal_like	83.0	127.0
17740000	17741000	6	0.9688333333333333	0.9547922077922076	control_paternal_like	control_maternal_like	96.0	154.0
17741000	17742000	4	0.6773387096774193	0.6665858585858585	control_paternal_like	control_maternal_like	62.0	99.0
17742000	17743000	7	0.6373716814159291	0.6566265060240963	control_paternal_like	control_maternal_like	113.0	166.0
17743000	17744000	3	0.7643333333333334	0.5506666666666666	control_paternal_like	control_maternal_like	51.0	69.0
17744000	17745000	5	0.6421851851851852	0.597719512195122	control_paternal_like	control_maternal_like	81.0	82.0
17745000	17746000	13	0.7499051724137932	0.7679668508287293	control_paternal_like	control_maternal_like	232.0	181.0
17746000	17747000	5	0.8118	0.6921999999999999	control_paternal_like	control_maternal_like	85.0	65.0
17747000	17748000	2	NaN	NaN	control_paternal_like	control_maternal_like	36.0	29.0
17748000	17749000	7	0.8059776119402985	0.6702857142857143	control_paternal_like	control_maternal_like	134.0	91.0
17749000	17750000	2	NaN	NaN	control_paternal_like	control_maternal_like	42.0	26.0
17750000	17751000	5	0.9009108910891089	0.8103620689655172	control_paternal_like	control_maternal_like	101.0	58.0
17751000	17752000	11	0.7461542288557214	0.8050932203389831	control_paternal_like	control_maternal_like	201.0	118.0
17752000	17753000	26	0.9352262931034483	0.8523644578313253	control_paternal_like	control_maternal_like	464.0	332.0
17753000	17754000	3	0.7286610169491525	0.5608780487804879	control_paternal_like	control_maternal_like	59.0	41.0
17754000	17755000	10	0.7685	0.8044565217391303	control_paternal_like	control_maternal_like	190.0	138.0
17755000	17756000	17	0.8915873493975902	0.9031751152073733	control_paternal_like	control_maternal_like	332.0	217.0
17756000	17757000	6	0.5944504504504504	0.591	control_paternal_like	control_maternal_like	111.0	66.0
17757000	17758000	1	NaN	NaN	control_paternal_like	control_maternal_like	19.0	14.0
17758000	17759000	2	NaN	NaN	control_paternal_like	control_maternal_like	35.0	32.0
17759000	17760000	7	0.39100909090909086	0.7061428571428572	control_paternal_like	control_maternal_like	110.0	126.0
17760000	17761000	4	0.5169655172413793	0.7497777777777778	control_paternal_like	control_maternal_like	58.0	72.0
17761000	17762000	4	0.61525	0.499829268292683	control_paternal_like	control_maternal_like	52.0	82.0
17762000	17763000	16	0.7734334975369458	0.8239393939393941	control_paternal_like	control_maternal_like	203.0	363.0
17763000	17764000	22	0.893185534591195	0.8677028112449803	control_paternal_like	control_maternal_like	318.0	498.0
17764000	17765000	11	0.9156867469879517	0.8949392712550608	control_paternal_like	control_maternal_like	166.0	247.0
17765000	17766000	5	0.8521111111111112	0.9082018348623854	control_paternal_like	control_maternal_like	81.0	109.0
17766000	17767000	6	0.7497115384615385	0.7666666666666667	control_paternal_like	control_maternal_like	104.0	120.0
17767000	17768000	2	NaN	NaN	control_paternal_like	control_maternal_like	31.0	42.0
17768000	17769000	8	0.844125	0.7626089743589743	control_paternal_like	control_maternal_like	128.0	156.0
17769000	17770000	14	0.814350806451613	0.8419398496240601	control_paternal_like	control_maternal_like	248.0	266.0
17770000	17771000	11	0.8022967032967033	0.8340909090909092	control_paternal_like	control_maternal_like	182.0	187.0
17771000	17772000	3	0.41845454545454547	0.6276666666666667	control_paternal_like	control_maternal_like	55.0	51.0
17772000	17773000	13	0.861023166023166	0.887	control_paternal_like	control_maternal_like	259.0	195.0
17773000	17774000	6	0.7264017094017095	0.8049268292682927	control_paternal_like	control_maternal_like	117.0	82.0
17774000	17775000	5	0.7475436893203884	0.9076923076923078	control_paternal_like	control_maternal_like	103.0	65.0
17775000	17776000	20	0.8197251184834122	0.8577629310344828	control_paternal_like	control_maternal_like	422.0	232.0
17776000	17777000	4	0.4545	0.591	control_paternal_like	control_maternal_like	88.0	44.0
17777000	17778000	2	NaN	NaN	control_paternal_like	control_maternal_like	48.0	24.0
17778000	17779000	2	NaN	NaN	control_paternal_like	control_maternal_like	49.0	24.0
17779000	17780000	3	0.3334615384615384	0.5788157894736842	control_paternal_like	control_maternal_like	78.0	38.0
17780000	17781000	10	0.9149149797570849	0.8962962962962963	control_paternal_like	control_maternal_like	247.0	135.0
17781000	17782000	20	0.8390301810865192	0.8376494464944649	control_paternal_like	control_maternal_like	497.0	271.0
17782000	17783000	5	0.687671875	0.5410819672131147	control_paternal_like	control_maternal_like	128.0	61.0
17783000	17784000	1	NaN	NaN	control_paternal_like	control_maternal_like	24.0	12.0
17784000	17785000	2	NaN	NaN	control_paternal_like	control_maternal_like	48.0	24.0
17785000	17786000	1	NaN	NaN	control_paternal_like	control_maternal_like	23.0	13.0
17786000	17787000	8	0.55975	0.5555277777777777	control_paternal_like	control_maternal_like	184.0	108.0
17787000	17788000	6	0.40864233576642334	0.6592045454545454	control_paternal_like	control_maternal_like	137.0	88.0
17788000	17789000	0	NaN	NaN	control_paternal_like	control_maternal_like	0.0	0.0
17789000	17790000	0	NaN	NaN	control_paternal_like	control_maternal_like	0.0	0.0
17790000	17791000	1	NaN	NaN	control_paternal_like	control_maternal_like	26.0	19.0
17791000	17792000	7	0.543158940397351	0.5602482269503546	control_paternal_like	control_maternal_like	151.0	141.0
17792000	17793000	10	0.7743179487179488	0.7462822966507178	control_paternal_like	control_maternal_like	195.0	209.0
17793000	17794000	8	0.6521491712707184	0.7399768786127169	control_paternal_like	control_maternal_like	181.0	173.0
17794000	17795000	3	0.38466666666666666	0.34311940298507465	control_paternal_like	control_maternal_like	78.0	67.0
17795000	17796000	4	0.6852962962962962	0.8266122448979593	control_paternal_like	control_maternal_like	108.0	98.0
17796000	17797000	7	0.7783977272727273	0.7747527472527472	control_paternal_like	control_maternal_like	176.0	182.0
17797000	17798000	6	0.8066666666666666	0.6803604651162791	control_paternal_like	control_maternal_like	150.0	172.0
17798000	17799000	5	0.6445867768595042	0.5266	control_paternal_like	control_maternal_like	121.0	150.0
17799000	17800000	4	0.6547499999999999	0.6339464285714287	control_paternal_like	control_maternal_like	84.0	112.0
17800000	17801000	5	0.828847619047619	0.6941044776119403	control_paternal_like	control_maternal_like	105.0	134.0
17801000	17802000	9	0.777888888888889	0.7169954337899543	control_paternal_like	control_maternal_like	198.0	219.0
17802000	17803000	33	0.6909883381924199	0.706668863261944	control_paternal_like	control_maternal_like	686.0	607.0
17803000	17804000	47	0.7376377396569122	0.6729456906729633	control_paternal_like	control_maternal_like	991.0	847.0
17804000	17805000	7	0.6932400000000001	0.6841428571428573	control_paternal_like	control_maternal_like	150.0	133.0
17805000	17806000	13	0.8902560975609757	0.8739146341463415	control_paternal_like	control_maternal_like	246.0	246.0
17806000	17807000	3	0.6877708333333333	0.7333333333333333	control_paternal_like	control_maternal_like	48.0	60.0
17807000	17808000	7	0.18437719298245608	0.2704590163934426	control_paternal_like	control_maternal_like	114.0	122.0
17808000	17809000	7	0.4786837606837607	0.6643835616438356	control_paternal_like	control_maternal_like	117.0	146.0
17809000	17810000	2	NaN	NaN	control_paternal_like	control_maternal_like	26.0	34.0
17810000	17811000	13	0.8050714285714285	0.6996150234741784	control_paternal_like	control_maternal_like	154.0	213.0
17811000	17812000	4	0.4564782608695652	0.719	control_paternal_like	control_maternal_like	46.0	64.0
17812000	17813000	19	0.7713542600896861	0.7636151515151515	control_paternal_like	control_maternal_like	223.0	330.0
17813000	17814000	1	NaN	NaN	control_paternal_like	control_maternal_like	13.0	19.0
17814000	17815000	9	0.5839823008849557	0.6491111111111111	control_paternal_like	control_maternal_like	113.0	171.0
17815000	17816000	5	0.43295522388059704	0.6434554455445545	control_paternal_like	control_maternal_like	67.0	101.0
17816000	17817000	6	0.6292134831460674	0.7288294573643411	control_paternal_like	control_maternal_like	89.0	129.0
17817000	17818000	5	0.6930113636363637	0.66	control_paternal_like	control_maternal_like	88.0	100.0
17818000	17819000	4	0.3648378378378378	0.4756219512195122	control_paternal_like	control_maternal_like	74.0	82.0
17819000	17820000	7	0.4603812949640288	0.5454545454545454	control_paternal_like	control_maternal_like	139.0	132.0
17820000	17821000	5	0.7362087912087912	0.8571020408163265	control_paternal_like	control_maternal_like	91.0	98.0
17821000	17822000	9	0.7517777777777778	0.619	control_paternal_like	control_maternal_like	153.0	189.0
17822000	17823000	5	0.868328947368421	0.8775175438596492	control_paternal_like	control_maternal_like	76.0	114.0
17823000	17824000	6	0.5632038834951456	0.432	control_paternal_like	control_maternal_like	103.0	132.0
17824000	17825000	8	0.4247712418300654	0.520810650887574	control_paternal_like	control_maternal_like	153.0	169.0
17825000	17826000	5	0.8811089108910891	0.8304745762711864	control_paternal_like	control_maternal_like	101.0	118.0
17826000	17827000	9	0.46814893617021275	0.5605169082125603	control_paternal_like	control_maternal_like	188.0	207.0
17827000	17828000	9	0.5894589371980675	0.4544812834224599	control_paternal_like	control_maternal_like	207.0	187.0
17828000	17829000	4	0.6597938144329897	0.3049024390243903	control_paternal_like	control_maternal_like	97.0	82.0
17829000	17830000	7	0.35428571428571426	0.39442857142857146	control_paternal_like	control_maternal_like	175.0	147.0
17830000	17831000	5	0.5746771653543308	0.6238019801980198	control_paternal_like	control_maternal_like	127.0	101.0
17831000	17832000	4	0.7213365384615386	0.5386153846153846	control_paternal_like	control_maternal_like	104.0	78.0
17832000	17833000	15	0.7193834586466167	0.753375	control_paternal_like	control_maternal_like	399.0	288.0
17833000	17834000	6	0.44373749999999995	0.4032016129032258	control_paternal_like	control_maternal_like	160.0	124.0
17834000	17835000	7	0.6193295454545455	0.6715142857142857	control_paternal_like	control_maternal_like	176.0	140.0
17835000	17836000	3	0.6251111111111111	0.5783125	control_paternal_like	control_maternal_like	72.0	64.0
17836000	17837000	11	0.8099295774647887	0.8047749999999999	control_paternal_like	control_maternal_like	284.0	200.0
17837000	17838000	5	0.744	0.37943678160919536	control_paternal_like	control_maternal_like	125.0	87.0
17838000	17839000	6	0.7377103448275862	0.7591897810218979	control_paternal_like	control_maternal_like	145.0	137.0
17839000	17840000	3	0.611	0.6956666666666668	control_paternal_like	control_maternal_like	72.0	69.0
17840000	17841000	12	0.76825	0.8094166666666667	control_paternal_like	control_maternal_like	276.0	252.0
17841000	17842000	5	0.5314774774774775	0.5045504587155963	control_paternal_like	control_maternal_like	111.0	109.0
17842000	17843000	8	0.7752366863905324	0.7949	control_paternal_like	control_maternal_like	169.0	190.0
17843000	17844000	4	0.46425	0.51	control_paternal_like	control_maternal_like	84.0	100.0
17844000	17845000	5	0.7018749999999999	0.552	control_paternal_like	control_maternal_like	104.0	125.0
17845000	17846000	10	0.6299800000000001	0.5891991701244814	control_paternal_like	control_maternal_like	200.0	241.0
17846000	17847000	4	0.408	0.17654901960784317	control_paternal_like	control_maternal_like	76.0	102.0
17847000	17848000	83	0.7595783132530121	0.5207270973963356	control_paternal_like	control_maternal_like	1577.0	2074.0
17848000	17849000	80	0.7432017844886756	0.528579958463136	control_paternal_like	control_maternal_like	1457.0	1926.0
17849000	17850000	6	0.5300999999999999	0.8277103448275862	control_paternal_like	control_maternal_like	100.0	145.0
17850000	17851000	4	0.87475	0.9108712871287128	control_paternal_like	control_maternal_like	72.0	101.0
17851000	17852000	2	NaN	NaN	control_paternal_like	control_maternal_like	32.0	50.0
17852000	17853000	19	0.7618690476190478	0.8487499999999998	control_paternal_like	control_maternal_like	336.0	416.0
17853000	17854000	8	0.7295327868852458	0.66296	control_paternal_like	control_maternal_like	122.0	175.0
17854000	17855000	8	0.5613157894736842	0.6468478260869566	control_paternal_like	control_maternal_like	114.0	184.0
17855000	17856000	12	0.8055000000000001	0.5798784722222222	control_paternal_like	control_maternal_like	180.0	288.0
17856000	17857000	4	0.7721228070175439	0.515557894736842	control_paternal_like	control_maternal_like	57.0	95.0
17857000	17858000	28	0.9180081967213114	0.8452783505154638	control_paternal_like	control_maternal_like	366.0	97.0
17858000	17859000	3	0.7907209302325581	0.8631232876712329	control_paternal_like	control_maternal_like	43.0	73.0
17859000	17860000	6	0.4211157894736842	0.5512499999999999	control_paternal_like	control_maternal_like	95.0	156.0
17860000	17861000	8	0.7324488188976378	0.7142463054187191	control_paternal_like	control_maternal_like	127.0	203.0
17861000	17862000	2	NaN	NaN	control_paternal_like	control_maternal_like	34.0	50.0
17862000	17863000	10	0.7117	0.8511294117647059	control_paternal_like	control_maternal_like	170.0	255.0
17863000	17864000	7	0.8608521739130435	0.7424484536082474	control_paternal_like	control_maternal_like	115.0	194.0
17864000	17865000	4	0.8439999999999999	0.6945	control_paternal_like	control_maternal_like	64.0	108.0
17865000	17866000	7	0.6890840336134453	0.6305270935960592	control_paternal_like	control_maternal_like	119.0	203.0
17866000	17867000	13	0.644981308411215	0.6237696629213484	control_paternal_like	control_maternal_like	214.0	356.0
17867000	17868000	4	0.7001857142857144	0.6285428571428572	control_paternal_like	control_maternal_like	70.0	105.0
17868000	17869000	6	0.8238333333333334	0.7421698113207547	control_paternal_like	control_maternal_like	108.0	159.0
17869000	17870000	3	0.35433333333333333	0.41579220779220777	control_paternal_like	control_maternal_like	48.0	77.0
17870000	17871000	5	0.013051948051948054	0.23409375	control_paternal_like	control_maternal_like	77.0	128.0
17871000	17872000	11	0.42429292929292933	0.3692971887550201	control_paternal_like	control_maternal_like	198.0	249.0
17872000	17873000	5	0.5416041666666668	0.4729821428571429	control_paternal_like	control_maternal_like	96.0	112.0
17873000	17874000	7	0.5735104895104896	0.6974210526315789	control_paternal_like	control_maternal_like	143.0	152.0
17874000	17875000	3	0.5606666666666666	0.4286428571428572	control_paternal_like	control_maternal_like	66.0	56.0
17875000	17876000	7	0.5231059602649006	0.43243220338983046	control_paternal_like	control_maternal_like	151.0	118.0
17876000	17877000	6	0.6591666666666666	0.617095744680851	control_paternal_like	control_maternal_like	132.0	94.0
17877000	17878000	7	0.6708902439024391	0.6	control_paternal_like	control_maternal_like	164.0	105.0
17878000	17879000	17	0.6042941176470589	0.6487065637065638	control_paternal_like	control_maternal_like	374.0	259.0
