pos	baseline
22150989	0.5585
22151059	0.648
22151176	0.8645
22151310	0.8740000000000001
22151504	0.9410000000000001
22151803	0.5765
22152019	0.756
22152158	0.739
22152326	0.9365
22152496	0.9555
22152500	0.9575
22152729	0.955
22153137	0.9279999999999999
22153249	0.9455
22153260	0.9505000000000001
22153285	0.867
22153319	0.644
22153384	0.727
22153896	0.946
22153979	0.6285000000000001
22154245	0.8845
22154339	0.41500000000000004
22154864	0.905
22154997	0.8955
22155079	0.8865
22155242	0.802
22155418	0.6094999999999999
22155594	0.14300000000000002
22155684	0.5589999999999999
22155903	0.7685
22157291	0.7949999999999999
22157297	0.9115
22157304	0.9390000000000001
22157312	0.941
22157336	0.9515
22157342	0.9405
22157376	0.6675
22157550	0.5599999999999999
22157564	0.6355
22157594	0.39449999999999996
22157882	0.3395
22158126	0.802
22158308	0.7065
22158503	0.3295
22158681	0.69
22158688	0.9305000000000001
22158868	0.7454999999999999
22159270	0.6785
22159321	0.6945
22159436	0.6355
22159850	0.7729999999999999
22159970	0.23399999999999999
22160060	0.2905
22160179	0.7889999999999999
22160219	0.9480000000000001
22160226	0.9504999999999999
22160375	0.5085000000000001
22160557	0.919
22160589	0.9359999999999999
22160601	0.4
22160639	0.9299999999999999
22160656	0.9065
22160681	0.9155
22160705	0.6839999999999999
22160737	0.8245
22160753	0.9255
22160772	0.8294999999999999
22160836	0.481
22160894	0.472
22160940	0.6875
22160996	0.585
22161008	0.6995
22161016	0.5175000000000001
22161089	0.3295
22161108	0.11800000000000001
22161149	0.14450000000000002
22161155	0.17450000000000002
22161162	0.1475
22161170	0.23700000000000002
22161185	0.36550000000000005
22161195	0.375
22161197	0.33349999999999996
22161216	0.2405
22161231	0.098
22161238	0.0905
22161247	0.226
22161249	0.2375
22161296	0.20550000000000002
22161310	0.12100000000000001
22161312	0.11500000000000002
22161332	0.177
22161359	0.275
22161378	0.4315
22161390	0.4784999999999999
22161399	0.356
22161403	0.335
22161408	0.316
22161410	0.202
22161412	0.179
22161427	0.3085
22161443	0.0785
22161446	0.097
22161467	0.07100000000000001
22161481	0.28049999999999997
22161495	0.6345000000000001
22161500	0.5225
22161574	0.22899999999999998
22161643	0.1385
22161795	0.5
22161803	0.7285
22161822	0.7084999999999999
22161836	0.4455
22161897	0.6425000000000001
22162035	0.617
22162041	0.8119999999999999
22162131	0.5615
22162596	0.8719999999999999
22162618	0.5794999999999999
22162686	0.903
22162857	0.9365
22162881	0.9065000000000001
22163719	0.9395
22164261	0.9510000000000001
22164312	0.9195
22164394	0.9495
22164431	0.9630000000000001
22164433	0.9655
22164439	0.9515
22164456	0.921
22164463	0.7969999999999999
22164473	0.9430000000000001
22164557	0.5055000000000001
22164588	0.933
22164609	0.9455
22164613	0.9384999999999999
22164618	0.9490000000000001
22164646	0.933
22164656	0.9624999999999999
22164658	0.966
22164662	0.9595
22164686	0.952
22164705	0.85
22164825	0.9325
22165300	0.8835
22165352	0.8645
22165555	0.7569999999999999
22165693	0.913
22165700	0.6785000000000001
22165858	0.9390000000000001
22166188	0.945
22166237	0.936
22166321	0.8380000000000001
22166331	0.6950000000000001
22166373	0.9415
22166390	0.9505000000000001
22166407	0.804
22166657	0.7230000000000001
22166794	0.834
22167794	0.909
22168022	0.889
22168183	0.7344999999999999
22168402	0.8595
22168811	0.8265
22168822	0.915
22168889	0.644
22169007	0.784
22169014	0.9195
22169443	0.8025
22169554	0.8755000000000001
22169933	0.9305000000000001
22170007	0.7140000000000001
22170074	0.41100000000000003
22170126	0.607
22170134	0.905
22170147	0.791
22170155	0.9059999999999999
22170169	0.7929999999999999
22170277	0.956
22170309	0.9535
22170356	0.9465000000000001
22170414	0.88
22170429	0.875
22170485	0.9535
22170487	0.9610000000000001
22170495	0.953
22170524	0.9159999999999999
22170536	0.929
22170571	0.7675000000000001
22170586	0.8145
22170618	0.9415
22170830	0.902
22170860	0.763
22171106	0.885
22171143	0.9075
22171271	0.6285000000000001
22171379	0.214
22171447	0.896
22171567	0.8505
22171613	0.5609999999999999
22171731	0.6165
22172060	0.23399999999999999
22172276	0.45400000000000007
22172356	0.8065
22172451	0.46549999999999997
22172813	0.535
22172942	0.8235
22172978	0.736
22173270	0.778
22173386	0.9315
22173454	0.8714999999999999
22174317	0.7180000000000001
22174538	0.511
22174891	0.8835
22175011	0.752
22175214	0.8065
22175262	0.634
22175805	0.74
22175895	0.7365
22175986	0.808
22176040	0.88
22176166	0.7235
22176266	0.8419999999999999
22176649	0.372
22176752	0.608
22176821	0.534
22176898	0.656
22176969	0.788
22177014	0.521
22177103	0.835
22177446	0.8205
22177529	0.5475000000000001
22177634	0.8094999999999999
22178137	0.9255
22178655	0.6265000000000001
22178804	0.9325
22179345	0.8160000000000001
22180152	0.4315
22180269	0.128
22180314	0.913
22180337	0.8975
22180358	0.397
22180638	0.48550000000000004
22180853	0.175
22181359	0.48250000000000004
22181463	0.909
22181470	0.699
22181511	0.395
22181573	0.8425
22181586	0.4505
22181640	0.587
22181740	0.6395000000000001
22182043	0.9005000000000001
22182068	0.9239999999999999
22182127	0.4125
22182156	0.49350000000000005
22182215	0.376
22182522	0.5065000000000001
22183211	0.8225
22183244	0.9404999999999999
22183254	0.9475
22183337	0.9380000000000001
22183386	0.617
22183408	0.77
22183502	0.9195
22184022	0.884
22184419	0.841
22184449	0.628
22184779	0.879
22184988	0.9279999999999999
22185129	0.8
22185331	0.5305
22185376	0.8135
22185482	0.8879999999999999
22185485	0.944
22185551	0.865
22185585	0.9365
22185685	0.4595
22185817	0.832
22185944	0.9365
22185954	0.8645
22185979	0.9125
22186121	0.9475
22186132	0.896
22186532	0.8905000000000001
22186634	0.7224999999999999
22186726	0.675
22187155	0.742
22187654	0.317
22187711	0.903
22188339	0.371
22188436	0.7715000000000001
22188492	0.7735
22188515	0.9375
22188522	0.9595
22188524	0.9535
22188976	0.9215
22188981	0.9215
22189047	0.8995
22189075	0.8835000000000001
22189716	0.788
22190129	0.784
22190303	0.7395
22190399	0.7410000000000001
22190590	0.854
22190662	0.8385
22190679	0.4445
22190783	0.702
22190823	0.849
22190848	0.808
22191460	0.864
22191885	0.519
22191907	0.5925
22191941	0.9315
22192002	0.7070000000000001
22192029	0.9179999999999999
22192034	0.9275
22192215	0.712
22192235	0.81
22192475	0.9095
22192680	0.7215
22192822	0.5519999999999999
22192830	0.6955
22192898	0.9195
22193097	0.8525
22193722	0.3655
22193757	0.9405000000000001
22193775	0.6985
22194204	0.643
22194403	0.9259999999999999
22194407	0.9395
22194503	0.9465000000000001
22194507	0.9635
22194509	0.95
22194547	0.7515000000000001
22194552	0.6795
22194638	0.8825000000000001
22194654	0.921
22194685	0.8945
22194693	0.876
22194759	0.0755
22195005	0.4945
22195693	0.9335
22195883	0.821
22195942	0.853
22196105	0.9435
22196133	0.8945000000000001
22196277	0.8594999999999999
22196668	0.9420000000000001
22196671	0.9385000000000001
22196708	0.6024999999999999
22196795	0.9335
22197145	0.5825
22197163	0.9115
22197202	0.9375
22197213	0.9369999999999999
22197227	0.95
22197258	0.9405
22197355	0.94
22197387	0.928
22197425	0.9470000000000001
22197450	0.9165
22197650	0.8805
22198010	0.8965
22198041	0.858
22198066	0.9025
22198104	0.483
22198519	0.806
22198964	0.901
22198994	0.8414999999999999
22199070	0.6225
22199238	0.81
22199393	0.85
22199513	0.8865000000000001
22199520	0.931
22199662	0.9385000000000001
22199742	0.9259999999999999
22199836	0.8935
22199915	0.641
22199973	0.9285
22199981	0.9199999999999999
22200259	0.8220000000000001
22200518	0.4235
22200751	0.8320000000000001
22200994	0.392
22201045	0.801
22201080	0.9095
22201370	0.8525
22201395	0.9075
22201438	0.9675
22201440	0.9650000000000001
22201444	0.9525
22201467	0.9465000000000001
22201596	0.9495
22201730	0.9135
22201786	0.8365
22201789	0.9099999999999999
22201943	0.921
22201998	0.9335
22202305	0.8734999999999999
22202394	0.9450000000000001
22202604	0.9279999999999999
22202661	0.837
22202846	0.8805
22202909	0.9650000000000001
22203112	0.9584999999999999
22203287	0.927
22203752	0.9309999999999999
22203763	0.9585
22203814	0.9390000000000001
22204240	0.715
22204765	0.9235
22204857	0.8014999999999999
22205011	0.9115
